parent_asin,title,categories,details,average_rating,rating_number,price,bought_together
B09L5H942V,Siete Veces Si,[],"{""Package Dimensions"": ""6.1 x 5.55 x 0.2 inches; 3.2 Ounces"", ""Manufacturer"": ""Wea Spain"", ""Original Release Date"": ""2021"", ""Date First Available"": ""November 20, 2021"", ""Label"": ""Wea Spain"", ""Number of discs"": ""2""}",4.8,83,20.83,
B000XHARMG,"Mach Dir Deine Welt, Wie Sie d",[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""August 14, 2012"", ""Country of Origin"": ""France"", ""Number of discs"": ""1""}",5.0,1,34.33,
B009WK8A8I,Soul On Fire,[],"{""Package Dimensions"": ""5.5 x 4.8 x 0.4 inches; 1.6 Ounces"", ""Date First Available"": ""October 25, 2012""}",5.0,1,20.0,
B07BYPJ7BM,Gilbert & Sullivan: HMS Pinafore,[],"{""Product Dimensions"": ""5.59 x 4.88 x 0.47 inches; 3.81 Ounces"", ""Manufacturer"": ""Eloquence Australia"", ""Original Release Date"": ""2018"", ""Date First Available"": ""April 7, 2018"", ""Label"": ""Eloquence Australia"", ""Number of discs"": ""2""}",4.7,23,19.95,
B000024BCU,Plucking Good,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.88 Ounces"", ""SPARS Code"": ""DDD"", ""Date First Available"": ""November 16, 2012"", ""Number of discs"": ""1""}",4.9,7,14.95,
B000CKEVZ8,"Shostakovich Symphony No. 10, Romance for ""Gadfly""",[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 0.01 Ounces"", ""Manufacturer"": ""Musical Heritage Society"", ""Run time"": ""60 minutes"", ""Date First Available"": ""November 27, 2005"", ""Label"": ""Musical Heritage Society""}",5.0,2,,
B000HJ5KKY,"Live At Cornerstone, Vol. 1",[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""M8 Distribution"", ""Date First Available"": ""August 9, 2006"", ""Label"": ""M8 Distribution""}",3.8,2,,
B003UITGUY,Freedom/Fantasy,[],"{""Date First Available"": ""May 18, 2011""}",5.0,1,,
B00D4JM3GI,"Rosewood, limited-edition two-CD set",[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""June 29, 2013"", ""Number of discs"": ""2""}",4.0,3,79.99,
B000LVKSZK,Lo Mejor de Karina serie dorada,[],"{""Package Dimensions"": ""5.4 x 4.9 x 0.4 inches; 2.4 Ounces"", ""Date First Available"": ""December 11, 2006""}",5.0,1,24.99,
B003O2YTPI,Artyomov. Invocations.,[],"{""Item Weight"": ""5.29 Ounces"", ""Date First Available"": ""October 7, 2015""}",4.0,1,82.99,
B006ZYS8LI,Best of Pearl Bailey,[],"{""Product Dimensions"": ""5.6 x 0.4 x 4.9 inches; 4 Ounces"", ""Manufacturer"": ""Pickwick Group Ltd"", ""Date First Available"": ""January 20, 2012"", ""Label"": ""Pickwick Group Ltd"", ""Number of discs"": ""1""}",4.2,18,23.02,
B0002QO5US,Songs For Betty,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""Dirt"", ""Date First Available"": ""July 24, 2004"", ""Label"": ""Dirt""}",4.5,3,4.99,
B0007IGWHU,A Passion Remembered Vol. 2,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.88 Ounces"", ""Manufacturer"": ""Unison Music"", ""Date First Available"": ""January 13, 2005"", ""Label"": ""Unison Music"", ""Number of discs"": ""1""}",4.8,3,7.09,
B000IKI82O,ELGAR: Introduction & Allegro FALSTAFF: Fantasy & Fugue In C Minor,[],"{""Date First Available"": ""September 13, 2006"", ""Number of discs"": ""1""}",5.0,1,5.15,
B000J47V3Q,Rain Tree Crow,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 4 Ounces"", ""Manufacturer"": ""Virgin (Canada)"", ""Date First Available"": ""September 29, 2006"", ""Label"": ""Virgin (Canada)"", ""Number of discs"": ""1""}",4.5,38,75.99,
B004Z2GZM6,Five Years Later,[],"{""Date First Available"": ""May 3, 2011"", ""Number of discs"": ""1""}",4.3,46,,
B000024P32,IV,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""Iona Records"", ""Date First Available"": ""September 1, 2010"", ""Label"": ""Iona Records"", ""Number of discs"": ""1""}",4.4,6,72.66,
B001TXB26I,Leatherface: Texas Chainsaw Massacre III,[],"{""Date First Available"": ""February 24, 2009""}",4.9,14,,
1471309576,The Man with the Golden Gun,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Language"": ""English"", ""Product Dimensions"": ""5.51 x 0.59 x 5.35 inches; 5.6 Ounces"", ""Manufacturer"": ""AudioGO Limited (6 Sep 2012)"", ""Date First Available"": ""September 25, 2012"", ""Label"": ""AudioGO Limited (6 Sep 2012)"", ""Number of discs"": ""4""}",4.2,39,53.76,
B071LQKG1V,A Decadence Divine,[],"{""Manufacturer"": ""Roxx Records"", ""Date First Available"": ""May 26, 2017"", ""Label"": ""Roxx Records""}",4.5,4,,
B00005LR1T,Cti Masters Of The Guitar,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Item Weight"": ""9.63 Ounces"", ""Date First Available"": ""October 1, 2014"", ""Number of discs"": ""1""}",4.0,1,83.5,
B000TQ6WXY,Sensual Saxophone,[],"{""Manufacturer"": ""Serenity Music"", ""Date First Available"": ""July 15, 2007"", ""Label"": ""Serenity Music""}",5.0,1,,
B003616M2K,Turn It on,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""4.84 x 5.59 x 0.47 inches; 3.67 Ounces"", ""Manufacturer"": ""Edge J26181"", ""Date First Available"": ""February 15, 2010"", ""Label"": ""Edge J26181"", ""Number of discs"": ""1""}",4.6,184,15.46,
B0075PR2H2,Fun Generation - The Superhits of Glam and Glitter [4 Discs Box] [Import],[],"{""Date First Available"": ""February 5, 2012""}",4.9,7,39.99,
B00A533YKK,"Mr. KEEN, TRACER OF LOST PERSONS - Old Time Radio – 1 mp3 CD-ROM - 60 Shows. Total Playtime: 27:43:06 (Old Time Radio - Detectives Series)",[],"{""Date First Available"": ""November 10, 2012""}",5.0,1,,
B000FTL3WA,Part 2,[],"{""Manufacturer"": ""Frey Nation Records"", ""Date First Available"": ""February 12, 2007"", ""Label"": ""Frey Nation Records"", ""Number of discs"": ""1""}",5.0,2,,
B00004ZPTC,Knight rider [Single-CD],[],"{""Package Dimensions"": ""5.67 x 5.04 x 0.31 inches; 2.88 Ounces"", ""Date First Available"": ""August 29, 2012"", ""Number of discs"": ""1""}",3.9,6,73.6,
B001V6PRJG,Frederic Hand's Jazzantiqua,[],"{""Date First Available"": ""March 1, 2010""}",5.0,1,8.52,
B003UJ9S2O,I Wanna Live/That's All That Matters,[],"{""Date First Available"": ""June 4, 2010""}",5.0,1,9.95,
B01MFDDQA0,Scarecrow Messiah by Bride,[],"{""Date First Available"": ""August 9, 2017""}",4.5,13,,
B005JGHPI0,PLAY IT MAESTRO,[],"{""Manufacturer"": ""LION LAMB"", ""Date First Available"": ""August 27, 2011"", ""Label"": ""LION LAMB""}",3.0,1,203.0,
B002B502ZK,Once Upon a Song - Various Artists,[],"{""Date First Available"": ""February 20, 2010""}",4.5,57,,
B07CP5C5CS,Weather Report - Night Passage [SACD Hybrid Stereo],[],"{""Manufacturer"": ""Vocalion Ltd"", ""Date First Available"": ""April 26, 2018"", ""Label"": ""Vocalion Ltd""}",4.5,18,26.99,
B00548AN9G,Ray Price Sings San Antonio Rose A Tribute to the Great Bob Wills,[],"{""Package Dimensions"": ""12.5 x 12.5 x 0.2 inches; 0.01 Ounces"", ""Manufacturer"": ""Columbia"", ""Date First Available"": ""June 4, 2011"", ""Label"": ""Columbia""}",5.0,3,203.0,
B00E3Y3REA,Pink Floyd: Demos & Alternative Versions,[],"{""Package Dimensions"": ""13 x 13 x 1 inches"", ""Date First Available"": ""July 23, 2013""}",4.8,3,,
B004WLBESK,This Is My America,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""April 14, 2011""}",5.0,1,8.95,
B00G2I2XPE,"Like a Virgin by Madonna Original recording reissued, Original recording remastered edition (2001) Audio CD",[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.51 x 4.88 x 0.39 inches; 1 Pounds"", ""Date First Available"": ""July 28, 2014""}",4.6,56,19.99,
B000E1T0SS,Best of People! Vol 1 - 40 Year Anniversary,[],"{""Product Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.88 Ounces"", ""Manufacturer"": ""End Time Production"", ""Date First Available"": ""December 29, 2005"", ""Label"": ""End Time Production""}",4.3,9,,
B075H2H6NQ,The Complete Josef Hofmann Vol. 9: Miscellaneous Recordings with Interviews about Hofmann,[],"{""Package Dimensions"": ""5.25 x 5.25 x 1.25 inches; 6.2 Ounces"", ""Manufacturer"": ""Marston Records"", ""Date First Available"": ""September 8, 2017"", ""Label"": ""Marston Records"", ""Country of Origin"": ""USA"", ""Number of discs"": ""1""}",4.6,3,36.75,
B006VRU0VU,Flaming Flamenco Guitar,[],"{""Manufacturer"": ""United Artists"", ""Date First Available"": ""May 20, 2013"", ""Label"": ""United Artists""}",5.0,1,,
B000YC3DHG,Hollywood Ending,[],"{""Language"": ""English"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""November 18, 2007"", ""Number of discs"": ""1""}",5.0,2,26.34,
B01KBIC83M,Tonight in Person by The Limeliters (1989-05-16),[],"{""Date First Available"": ""August 2, 2017""}",5.0,2,33.91,
B001HBEFK2,Remember These - At Home with Bob Ward,[],"{""Item Weight"": ""0.01 Ounces"", ""Manufacturer"": ""Century (1962)"", ""Date First Available"": ""October 3, 2008"", ""Label"": ""Century (1962)""}",5.0,1,,
B000254KFE,Sounding Out the Blues / Down Homes Blues,[],"{""Product Dimensions"": ""4.75 x 5.5 x 1 inches; 4 Ounces"", ""Manufacturer"": ""DIRECT SOURCE MUSIC"", ""Date First Available"": ""April 12, 2007"", ""Label"": ""DIRECT SOURCE MUSIC"", ""Number of discs"": ""2""}",2.0,1,16.92,
B07YF7LSYV,Super Junior 'Time Slip' 9th Album Random Ver CD+Booklet+PhotoCard+Message PhotoCard SET+Tracking Kpop Sealed,[],"{""Brand"": ""SUPER JUNIOR"", ""Included Components"": ""Cd,cd+booklet+1p,cd+booklet+photocard+message"", ""Style"": ""Modern"", ""Shape"": ""Rectangular"", ""Occasion"": ""Birthday"", ""Package Dimensions"": ""9.92 x 7.24 x 0.31 inches; 12.17 Ounces"", ""Manufacturer"": ""SM ENTERTAINMENT"", ""Date First Available"": ""September 27, 2019"", ""Label"": ""SM ENTERTAINMENT""}",4.4,54,24.99,
1473606462,The Life and Loves of a He Devil: A Memoir,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Language"": ""English"", ""Product Dimensions"": ""5.31 x 1.18 x 5.51 inches; 6.07 Ounces"", ""Manufacturer"": ""Hodder & Stoughton Ltd"", ""Date First Available"": ""June 3, 2014"", ""Label"": ""Hodder & Stoughton Ltd""}",4.2,7499,18.61,
B00VKD4FN4,Caravan : Live in 1974,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Manufacturer"": ""Peacock Records"", ""Date First Available"": ""June 26, 2015"", ""Label"": ""Peacock Records"", ""Number of discs"": ""1""}",5.0,1,,
B000CQ58UE,LIve in Tokyo 1970,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 6.08 Ounces"", ""Run time"": ""110 minutes"", ""Date First Available"": ""December 4, 2005"", ""Number of discs"": ""2""}",4.9,31,198.88,
B07KMMPMSL,Off The White Album,[],"{""Manufacturer"": ""Roseta Productions LLC"", ""Date First Available"": ""November 16, 2018"", ""Label"": ""Roseta Productions LLC"", ""Number of discs"": ""1""}",4.2,11,,
B00WQZU9JE,Alive! In Concert,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.88 Ounces"", ""Date First Available"": ""April 27, 2015"", ""Number of discs"": ""1""}",4.6,41,24.77,
B000NOU9SQ,Songs of the Indian Flute Vol.2,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""February 22, 2007"", ""Number of discs"": ""1""}",5.0,18,,
B001HOOG08,Flower Power: Time Of The Season,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 0.01 Ounces"", ""Manufacturer"": ""Time-Life Music"", ""Date First Available"": ""October 7, 2008"", ""Label"": ""Time-Life Music"", ""Number of discs"": ""2""}",4.7,20,9.5,
B081FJPG3M,Alan Hovhaness - selected piano compositions,[],"{""Package Dimensions"": ""5.75 x 5.24 x 0.67 inches; 7.02 Ounces"", ""Manufacturer"": ""Kalan Müzik Yapım"", ""Date First Available"": ""November 13, 2019"", ""Label"": ""Kalan Müzik Yapım""}",4.7,7,18.59,
B09YHYWRF6,5150 - OU 812 - Van Halen Greatest Hits Album Bundling,[],"{""Package Dimensions"": ""5.67 x 5 x 0.79 inches; 7.05 Ounces"", ""Manufacturer"": ""Various Labels"", ""Run time"": ""1 hour and 40 minutes"", ""Date First Available"": ""April 21, 2022"", ""Label"": ""Various Labels"", ""Country of Origin"": ""Germany"", ""Number of discs"": ""2""}",4.4,12,22.99,
B005LJQYQO,Alaturka 2000,[],"{""Language"": ""Turkish"", ""Package Dimensions"": ""5.59 x 4.92 x 0.39 inches; 3.17 Ounces"", ""Date First Available"": ""October 17, 2012"", ""Number of discs"": ""1""}",5.0,1,,
B07PPSVD75,Complete Collection,[],"{""Product Dimensions"": ""5.28 x 5.28 x 0.75 inches; 5.5 Ounces"", ""Manufacturer"": ""Cherry Red"", ""Original Release Date"": ""2021"", ""Date First Available"": ""July 17, 2021"", ""Label"": ""Cherry Red"", ""Number of discs"": ""4""}",4.5,31,25.89,
B0019POUNS,Son tus ojos dos estrellas,[],"{""Manufacturer"": ""Philips"", ""Date First Available"": ""November 5, 2009"", ""Label"": ""Philips""}",4.7,10,,
B0007QKK8E,Great Scenes,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""Legato Classics"", ""Run time"": ""76 minutes"", ""Date First Available"": ""June 30, 2007"", ""Label"": ""Legato Classics"", ""Number of discs"": ""1""}",5.0,1,16.65,
B07DYQ9CNX,All of This Life +3 Bonus Tracks,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""6 x 8 x 2 inches; 2.88 Ounces"", ""Date First Available"": ""July 16, 2018"", ""Number of discs"": ""1""}",4.7,339,24.97,
B07RWZNXWP,Love Is Here To Stay Tony Bennett & Diana Krall Viva Duets - Tony Bennett Album Bundling,[],{},4.4,27,,
B000JP4LNS,BERLIOZ SYMPHONIC FANTASTIQUE MONTEUX VIENNA PHILHARMONIC,[],"{""Date First Available"": ""October 17, 2006"", ""Manufacturer"": ""RCA VICTOR RED SEAL""}",2.0,1,13.69,
B000PE2K04,Brand New Morning,[],"{""Date First Available"": ""April 13, 2007""}",4.6,61,,
B00000K1Z8,A Tribute to the Past,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Item Weight"": ""3.21 Ounces"", ""Manufacturer"": ""Treasure Hunt Records"", ""Date First Available"": ""February 11, 2007"", ""Label"": ""Treasure Hunt Records"", ""Number of discs"": ""1""}",4.8,4,,
B000K3LYFM,Tchaikovsky /Wolf /Elgar/barber: Serenade,[],"{""Package Dimensions"": ""5.5 x 4.8 x 0.4 inches; 3.2 Ounces"", ""Manufacturer"": ""philips"", ""Date First Available"": ""October 27, 2006"", ""Label"": ""philips"", ""Number of discs"": ""1""}",4.0,2,19.55,
B00000DA8F,Theaudience + 6,[],"{""Manufacturer"": ""Mercury Records"", ""Date First Available"": ""February 11, 2007"", ""Label"": ""Mercury Records""}",4.5,5,,
B0013FXT36,Ed Sullivan Presents Song & Music Of Showboat -,[],"{""Package Dimensions"": ""12.7 x 12.1 x 0.1 inches; 9.6 Ounces"", ""Date First Available"": ""February 2, 2008""}",4.0,1,1.99,
B004XTXAOC,Las Mejores Sonoras Mexico Y Su Musica,[],"{""Date First Available"": ""April 24, 2011"", ""Number of discs"": ""3""}",5.0,2,14.98,
B000GXBMN0,ECHOBEATZ - - mas que nada,[],"{""Date First Available"": ""July 14, 2006""}",4.0,1,,
B0038K5OYG,daniel o donnell - the pan pipes play the greatest hits of,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.51 x 4.8 x 0.39 inches; 3.52 Ounces"", ""Manufacturer"": ""0"", ""Date First Available"": ""November 4, 2014"", ""Label"": ""0"", ""Number of discs"": ""1""}",4.7,28,8.62,
B01M6AH8JH,Infinite Journey of Soul by Rivera Bomma (2013-01-22),[],"{""Date First Available"": ""May 29, 2017""}",5.0,9,,
B01AXKOJBM,Nothing Succeeds Like Success by Hades,[],"{""Date First Available"": ""August 2, 2017""}",5.0,1,,
B00MYJAQOA,0,[],"{""Manufacturer"": ""D.K. & Moon Producing Centre"", ""Date First Available"": ""August 22, 2014"", ""Label"": ""D.K. & Moon Producing Centre""}",5.0,1,,
B000BD8XZA,Your Hit Parade - 1958,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 1 Pounds"", ""Manufacturer"": ""Time Life Music"", ""Date First Available"": ""September 12, 2005"", ""Label"": ""Time Life Music"", ""Number of discs"": ""1""}",4.8,16,6.99,
B019GLSBSG,"8,745 Feet: Live at Telluride by Koch Records (2009-08-31)",[],"{""Date First Available"": ""December 20, 2015""}",5.0,7,,
B000A5HME2,Vol.4,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Language"": ""Korean"", ""Product Dimensions"": ""4.88 x 5.59 x 0.55 inches; 3.1 Ounces"", ""Manufacturer"": ""YEJEON"", ""Date First Available"": ""July 4, 2011"", ""Label"": ""YEJEON"", ""Number of discs"": ""1""}",4.8,14,24.99,
B00CD8SZCM,In Concert 1973-1974,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""April 23, 2013"", ""Number of discs"": ""1""}",4.5,29,,
B00002653W,Vivaldi: The Four Seasons,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""November 28, 2014"", ""Number of discs"": ""1""}",3.0,1,19.99,
B000SQCPBS,"DMX, Ashanti, Mya, Zhané, Erykah Badu, LL Cool J, 702..",[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 7.05 Ounces"", ""Date First Available"": ""September 25, 2012"", ""Number of discs"": ""2""}",5.0,2,4.04,
B0000041CR,"Beethoven: The Complete Violin Sonatas, Vol. 1; The Violin Romances",[],"{""Product Dimensions"": ""5.78 x 4.32 x 0.44 inches; 3.95 Ounces"", ""Manufacturer"": ""Philips"", ""Date First Available"": ""July 27, 2006"", ""Label"": ""Philips"", ""Number of discs"": ""2""}",4.8,13,4.73,
B0000261QG,Horatiu Radulescu: Sensual Sky / Iubiri,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Item Weight"": ""3.21 Ounces"", ""Manufacturer"": ""Adès"", ""Run time"": ""1 hour and 7 minutes"", ""Date First Available"": ""May 13, 2015"", ""Label"": ""Adès"", ""Number of discs"": ""1""}",4.0,1,239.69,
B07FCVQ7L1,Southern Halo,[],"{""Manufacturer"": ""Southern Halo Music"", ""Date First Available"": ""July 9, 2018"", ""Label"": ""Southern Halo Music""}",4.8,4,,
B007TN9JT4,Gold Volume One,[],"{""Date First Available"": ""September 7, 2012""}",4.8,12,99.95,
B07GTGY2PX,Budgie - Live at the Marquee 1974 (LP),[],"{""Is Discontinued By Manufacturer"": ""No"", ""Item Weight"": ""10.58 Ounces"", ""Manufacturer"": ""Atos 5076465580031"", ""Date First Available"": ""August 25, 2018"", ""Label"": ""Atos 5076465580031"", ""Number of discs"": ""1""}",3.6,3,,
B0007YSOIO,Gentle Rain...Interludes,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.88 Ounces"", ""Date First Available"": ""March 8, 2005"", ""Number of discs"": ""1""}",4.8,3,19.98,
B01MQ5MXK2,Pathways to Unknown Worlds / Friendly Love by Sun Ra & His Arkestra (2000-09-26),[],"{""Date First Available"": ""August 14, 2017""}",2.7,4,22.44,
B000091T7R,Off The Ground Single,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Manufacturer"": ""EMI"", ""Date First Available"": ""June 29, 2010"", ""Label"": ""EMI"", ""Number of discs"": ""1""}",4.6,14,12.98,
B00003QXZQ,"MAN WHO, THE + 3",[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""August 8, 2012"", ""Number of discs"": ""1""}",4.7,9,2.99,
B0000041LL,Beethoven: Complete String Quartets,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Language"": ""English"", ""Product Dimensions"": ""5.6 x 0.4 x 4.9 inches; 4 Ounces"", ""Manufacturer"": ""Decca"", ""Item model number"": ""028945406220"", ""Original Release Date"": ""1997"", ""SPARS Code"": ""DDD"", ""Date First Available"": ""October 21, 2006"", ""Label"": ""Decca"", ""Number of discs"": ""10""}",4.8,136,43.77,
B002DESI5U,Division Violin-Part,[],"{""Package Dimensions"": ""5.51 x 4.88 x 0.31 inches; 4.16 Ounces"", ""Manufacturer"": ""AMBIT"", ""Date First Available"": ""February 15, 2013"", ""Label"": ""AMBIT"", ""Number of discs"": ""1""}",5.0,4,,
B000RJ6S64,The Rock 'n' Roll Era: 1961 Still Rockin' (Time Life Music),[],"{""Package Dimensions"": ""12.4 x 12.4 x 0.7 inches; 1 Pounds"", ""Manufacturer"": ""Time-Life Music / Warner Special Products"", ""Date First Available"": ""June 2, 2007"", ""Label"": ""Time-Life Music / Warner Special Products""}",4.9,13,22.97,
B000BGI27Q,Classic Country: 1960-1964,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""5 x 0.33 x 5.5 inches; 0.01 Ounces"", ""Manufacturer"": ""Time Life Music"", ""Date First Available"": ""September 16, 2005"", ""Label"": ""Time Life Music"", ""Number of discs"": ""2""}",4.7,37,22.64,
